name,position,number,age,goals
name,position,number,age,goals
Natan,Defender,3,23,0
name,position,number,age,goals
Juan Jesus,Defender,5,32,0
name,position,number,age,goals
Mário Rui,Defender,6,32,0
name,position,number,age,goals
Amir Rrahmani,Defender,13,30,1
name,position,number,age,goals
Mathías Olivera,Defender,17,26,0
name,position,number,age,goals
Giovanni Di Lorenzo,Defender,22,30,1
name,position,number,age,goals
Leo Østigård,Defender,55,24,1
name,position,number,age,goals
Hamed Traorè,Midfielder,8,24,0
name,position,number,age,goals
Jens Cajuste,Midfielder,24,24,0
name,position,number,age,goals
Jesper Lindstrøm,Midfielder,29,24,0
name,position,number,age,goals
Stanislav Lobotka,Midfielder,68,29,0
name,position,number,age,goals
André-Frank Zambo Anguiss,Midfielder,99,28,1
name,position,number,age,goals
Victor Osimhen,Forward,9,25,2
name,position,number,age,goals
Giovanni Simeone,Forward,18,28,1
name,position,number,age,goals
Matteo Politano,Forward,21,30,1
name,position,number,age,goals
Cyril Ngonge,Forward,26,23,0
name,position,number,age,goals
Khvicha Kvaratskhelia,Forward,77,23,0
name,position,number,age,goals
Giacomo Raspadori,Forward,81,24,1
name,position,number,age,goals
Walter Benítez,Goalkeeper,1,31,0
name,position,number,age,goals
Shurandy Sambo,Defender,2,22,0
name,position,number,age,goals
Jordan Teze,Defender,3,24,1
name,position,number,age,goals
Armando Obispo,Defender,4,25,0
name,position,number,age,goals
André Ramalho,Defender,5,32,0
name,position,number,age,goals
Armel Bella-Kotchapo,Defender,6,22,0
name,position,number,age,goals
Sergiño Dest,Defender,8,23,0
name,position,number,age,goals
Mauro Júnior,Defender,17,24,0
name,position,number,age,goals
Olivier Boscagli,Defender,18,26,0
name,position,number,age,goals
Patrick Van Aanholt,Defender,30,33,0
name,position,number,age,goals
Malik Tillman,Midfielder,10,21,0
name,position,number,age,goals
Guus Til,Midfielder,20,26,0
name,position,number,age,goals
Jerdy Schouten,Midfielder,22,27,0
name,position,number,age,goals
Joey Veerman,Midfielder,23,25,2
name,position,number,age,goals
Noa Lang,Forward,7,24,0
name,position,number,age,goals
Luuk De Jong,Forward,9,33,8
name,position,number,age,goals
Ricardo Pepi,Forward,14,21,2
name,position,number,age,goals
Hirving Lozano,Forward,27,28,0
name,position,number,age,goals
Ismael Saibari,Forward,34,23,3
name,position,number,age,goals
Alejandro Remiro,Goalkeeper,1,28,0
name,position,number,age,goals
Álvaro Odriozola,Defender,2,28,0
name,position,number,age,goals
Aritz Elustondo,Defender,6,29,0
name,position,number,age,goals
Kieran Tierney,Defender,17,26,0
name,position,number,age,goals
Hamari Traoré,Defender,18,32,0
name,position,number,age,goals
Jon Pachecoé,Defender,20,23,0
name,position,number,age,goals
Robin Le Normand,Defender,24,27,0
name,position,number,age,goals
Javier Galán,Defender,25,29,0
name,position,number,age,goals
Jon Aramburu,Defender,42,21,0
name,position,number,age,goals
Martin Zubimendi,Midfielder,4,25,0
name,position,number,age,goals
Igor Zubeldia,Midfielder,5,26,0
name,position,number,age,goals
Mikel Merino,Midfielder,8,27,2
name,position,number,age,goals
Mikel Oyarzabal,Midfielder,10,26,2
name,position,number,age,goals
Arsen Zakharyan,Midfielder,12,20,0
name,position,number,age,goals
Jon Ander Olasagasti,Midfielder,16,23,0
name,position,number,age,goals
Brais Méndez,Midfielder,23,27,3
name,position,number,age,goals
Jon Magunacelaya,Midfielder,28,22,0
name,position,number,age,goals
Ander Barrenetxea,Forward,7,22,1
name,position,number,age,goals
Carlos Fernández,Forward,9,27,0
name,position,number,age,goals
Sheraldo Becker,Forward,11,29,0
name,position,number,age,goals
Takefusa Kubo,Forward,14,22,0
name,position,number,age,goals
Umar Sadiq,Forward,19,27,0
name,position,number,age,goals
André Silva,Forward,21,28,0
name,position,number,age,goals
Yann Sommer,Goalkeeper,1,35,0
name,position,number,age,goals
Denzel Dumfries,Defender,2,27,0
name,position,number,age,goals
Stefan de Vrij,Defender,6,35,0
name,position,number,age,goals
Francesco Acerbi,Defender,15,36,0
name,position,number,age,goals
Benjamin Pavard,Defender,28,27,0
name,position,number,age,goals
Carlos Augusto,Defender,30,25,0
name,position,number,age,goals
Yann Bisseck,Defender,31,23,0
name,position,number,age,goals
Federico Dimarco,Defender,32,26,1
name,position,number,age,goals
Matteo Darmian,Defender,36,34,0
name,position,number,age,goals
Alessandro Bastoni,Defender,95,24,0
name,position,number,age,goals
Davy Klaassen,Midfielder,14,31,0
name,position,number,age,goals
Davide Frattesi,Midfielder,16,24,1
name,position,number,age,goals
Hakan Çalhanoğlu,Midfielder,20,30,1
name,position,number,age,goals
Kristjan Asllani,Midfielder,21,22,0
name,position,number,age,goals
Henrikh Mkhitaryan,Midfielder,22,35,0
name,position,number,age,goals
Nicolò Barella,Midfielder,23,27,0
name,position,number,age,goals
Marko Arnautović,Forward,8,34,2
name,position,number,age,goals
Marcus Thuram,Forward,9,26,1
name,position,number,age,goals
Lautaro Martínez,Forward,10,26,2
name,position,number,age,goals
Alexis Sánchez,Forward,70,35,2
name,position,number,age,goals
Ivan Provedel,Goalkeeper,94,30,0
name,position,number,age,goals
Luca Pellegrini,Defender,3,25,0
name,position,number,age,goals
Patric,Defender,4,30,0
name,position,number,age,goals
Alessio Romagnoli,Defender,13,29,0
name,position,number,age,goals
Nicolò Casale,Defender,15,26,0
name,position,number,age,goals
Elseid Hysaj,Defender,23,30,0
name,position,number,age,goals
Manuel Lazzari,Defender,29,30,0
name,position,number,age,goals
Matías Vecino,Midfielder,5,32,1
name,position,number,age,goals
Daichi Kamada,Midfielder,6,27,0
name,position,number,age,goals
Felipe Anderson,Midfielder,7,30,0
name,position,number,age,goals
Matteo Guendouzi,Midfielder,8,24,0
name,position,number,age,goals
Luis Alberto,Midfielder,10,31,0
name,position,number,age,goals
Danilo Cataldi,Midfielder,32,29,0
name,position,number,age,goals
Nicolò Rovella,Midfielder,65,22,0
name,position,number,age,goals
Adam Marušić,Midfielder,77,31,0
name,position,number,age,goals
Pedro Rodríguez,Forward,9,36,2
name,position,number,age,goals
Ciro Immobile,Forward,17,34,4
name,position,number,age,goals
Gustav Isaksen,Forward,18,22,0
name,position,number,age,goals
Taty Castellanos,Forward,19,25,0
name,position,number,age,goals
Mattia Zaccagni,Forward,20,28,0
name,position,number,age,goals
Péter Gulácsi,Goalkeeper,1,33,0
name,position,number,age,goals
Janis Blaswich,Goalkeeper,21,32,0
name,position,number,age,goals
Mohamed Simakan,Defender,2,23,1
name,position,number,age,goals
Christopher Lenz,Defender,3,29,0
name,position,number,age,goals
Willi Orbán,Defender,4,31,1
name,position,number,age,goals
Lukas Klostermannn,Defender,16,27,0
name,position,number,age,goals
David Raum,Defender,22,25,1
name,position,number,age,goals
Castello Lukeba,Defender,25,21,0
name,position,number,age,goals
Benjamin Henrichs,Defender,39,27,0
name,position,number,age,goals
Eljif Elmas,Midfielder,6,24,0
name,position,number,age,goals
Amadou Haidara,Midfielder,8,26,0
name,position,number,age,goals
Nicolas Seiwald,Midfielder,13,22,0
name,position,number,age,goals
Christoph Baumgartner,Midfielder,14,24,0
name,position,number,age,goals
Xaver Schlager,Midfielder,24,26,1
name,position,number,age,goals
Kevin Kampl,Midfielder,44,33,0
name,position,number,age,goals
Dani Olmo,Forward,7,25,1
name,position,number,age,goals
Yussuf Poulsen,Forward,9,29,0
name,position,number,age,goals
Loïs Openda,Forward,17,24,4
name,position,number,age,goals
Xavi Simons,Forward,20,20,2
name,position,number,age,goals
Benjamin Šeško,Forward,30,20,2
name,position,number,age,goals
Kamil Grabara,Goalkeeper,1,25,0
name,position,number,age,goals
Kevin Diks,Defender,2,27,0
name,position,number,age,goals
Denis Vavro,Defender,3,27,1
name,position,number,age,goals
Christian Sørensen,Defender,6,31,0
name,position,number,age,goals
Nicolai Boilesen,Defender,20,32,0
name,position,number,age,goals
Birger Meling,Defender,24,29,0
name,position,number,age,goals
Scott McKenna,Defender,26,27,0
name,position,number,age,goals
Viktor Claesson,Midfielder,7,32,2
name,position,number,age,goals
Magnus Mattsson,Midfielder,8,25,1
name,position,number,age,goals
Mohamed Elyounoussi,Midfielder,10,29,3
name,position,number,age,goals
Lukas Lerager,Midfielder,12,30,3
name,position,number,age,goals
Diogo Gonçalves,Forward,9,27,3
name,position,number,age,goals
Jordan Larsson,Forward,11,26,3
name,position,number,age,goals
Elias Achouri,Forward,30,25,1
name,position,number,age,goals
Rasmus Falk,Forward,33,32,1
name,position,number,age,goals
Diogo Costa,Goalkeeper,99,24,0
name,position,number,age,goals
Fábio Cardoso,Defender,2,29,0
name,position,number,age,goals
Pepe,Defender,3,41,2
name,position,number,age,goals
Zaidu,Defender,12,26,0
name,position,number,age,goals
Jorge Sánchez,Defender,15,26,0
name,position,number,age,goals
Wendell,Defender,18,30,0
name,position,number,age,goals
Otávio,Defender,31,21,0
name,position,number,age,goals
Stephen Eustáquio,Midfielder,6,27,1
name,position,number,age,goals
Marko Grujić,Midfielder,8,27,0
name,position,number,age,goals
Nico González,Midfielder,16,22,0
name,position,number,age,goals
Iván Jaime,Midfielder,17,23,0
name,position,number,age,goals
André Franco,Midfielder,20,25,0
name,position,number,age,goals
Alan Varela,Midfielder,22,22,0
name,position,number,age,goals
Romário Baró,Midfielder,28,24,0
name,position,number,age,goals
Mehdi Taremi,Forward,9,31,2
name,position,number,age,goals
Eduardo Gabriel Aquino Cossa,Forward,11,27,1
name,position,number,age,goals
Galeno,Forward,13,26,5
name,position,number,age,goals
Danny Namaso,Forward,19,23,0
name,position,number,age,goals
João Mário,Forward,23,24,0
name,position,number,age,goals
Toni Martínez,Forward,29,26,0
name,position,number,age,goals
Evanilson,Forward,30,24,4
name,position,number,age,goals
Gonçalo Borges,Forward,70,22,0
name,position,number,age,goals
Stefan Ortega,Goalkeeper,18,31,0
name,position,number,age,goals
Ederson,Goalkeeper,31,30,0
name,position,number,age,goals
Scott Carson,Goalkeeper,33,38,0
name,position,number,age,goals
Kyle Walker,Defender,2,33,0
name,position,number,age,goals
Rúben Dias,Defender,3,26,0
name,position,number,age,goals
John Stones,Defender,5,29,0
name,position,number,age,goals
Nathan Aké,Defender,6,29,0
name,position,number,age,goals
Sergio Gómez,Defender,21,23,0
name,position,number,age,goals
Joško Gvardiol,Defender,24,22,0
name,position,number,age,goals
Manuel Akanji,Defender,25,28,2
name,position,number,age,goals
Mateo Kovačić,Midfielder,8,29,0
name,position,number,age,goals
Jack Grealish,Midfielder,10,28,0
name,position,number,age,goals
Rodri,Midfielder,16,27,1
name,position,number,age,goals
Kevin De Bruyne,Midfielder,17,32,1
name,position,number,age,goals
Bernardo Silva,Midfielder,20,29,1
name,position,number,age,goals
Matheus Nunes,Midfielder,27,25,0
name,position,number,age,goals
Phil Foden,Midfielder,47,23,4
name,position,number,age,goals
Erling Haaland,Forward,9,23,6
name,position,number,age,goals
Jérémy Doku,Forward,11,21,1
name,position,number,age,goals
Julián Álvarez,Forward,19,24,5
name,position,number,age,goals
Thibaut Courtois,Goalkeeper,1,31,0
name,position,number,age,goals
Andriy Lunin,Goalkeeper,13,25,0
name,position,number,age,goals
Kepa Arrizabalaga,Goalkeeper,25,29,0
name,position,number,age,goals
Fran González,Goalkeeper,30,18,0
name,position,number,age,goals
Dani Carvajal,Defender,2,32,0
name,position,number,age,goals
Éder Militão,Defender,3,26,0
name,position,number,age,goals
David Alaba,Defender,4,31,0
name,position,number,age,goals
Nacho Fernández Iglesias,Defender,6,34,0
name,position,number,age,goals
Fran García,Defender,20,24,0
name,position,number,age,goals
Antonio Rüdiger,Defender,22,31,0
name,position,number,age,goals
Ferland Mendy,Defender,23,28,0
name,position,number,age,goals
Vinicius Tobias,Defender,36,20,0
name,position,number,age,goals
Jude Bellingham,Midfielder,5,20,4
name,position,number,age,goals
Toni Kroos,Midfielder,8,34,0
name,position,number,age,goals
Luka Modrić,Midfielder,10,38,0
name,position,number,age,goals
Federico Valverde,Midfielder,15,25,0
name,position,number,age,goals
Lucas Vázquez,Midfielder,17,32,0
name,position,number,age,goals
Aurélien Tchouameni,Midfielder,18,24,0
name,position,number,age,goals
Dani Ceballos,Midfielder,19,27,1
name,position,number,age,goals
Brahim Díaz,Midfielder,21,24,2
name,position,number,age,goals
Arda Güler,Midfielder,24,19,0
name,position,number,age,goals
Vinícius Júnior,Forward,7,23,3
name,position,number,age,goals
Rodrygo,Forward,11,23,3
name,position,number,age,goals
Joselu,Forward,14,33,3
name,position,number,age,goals
Keylor Navas,Goalkeeper,1,37,0
name,position,number,age,goals
Alexandre Letellier,Goalkeeper,30,33,0
name,position,number,age,goals
Arnau Tenas,Goalkeeper,80,22,0
name,position,number,age,goals
Gianluigi Donnarumma,Goalkeeper,99,25,0
name,position,number,age,goals
Achraf Hakimi,Defender,2,25,1
name,position,number,age,goals
Presnel Kimpembe,Defender,3,28,0
name,position,number,age,goals
Marquinhos,Defender,5,29,0
name,position,number,age,goals
Lucas Hernández,Defender,21,28,1
name,position,number,age,goals
Nordi Mukiele,Defender,26,26,0
name,position,number,age,goals
Lucas Beraldo,Defender,35,20,0
name,position,number,age,goals
Milan Škriniar,Defender,37,29,1
name,position,number,age,goals
Manuel Ugarte,Midfielder,4,22,0
name,position,number,age,goals
Fabián Ruiz,Midfielder,8,27,0
name,position,number,age,goals
Danilo,Midfielder,15,32,0
name,position,number,age,goals
Vitinha,Midfielder,17,24,0
name,position,number,age,goals
Carlos Soler,Midfielder,28,27,0
name,position,number,age,goals
Warren Zaïre-Emery,Midfielder,33,18,1
name,position,number,age,goals
Kylian Mbappé,Forward,7,25,6
name,position,number,age,goals
Gonçalo Ramos,Forward,9,22,0
name,position,number,age,goals
Ousmane Dembélé,Forward,10,26,0
name,position,number,age,goals
Marco Asensio,Forward,11,28,0
name,position,number,age,goals
Randal Kolo Muani,Forward,23,25,1
name,position,number,age,goals
Bradley Barcola,Forward,29,21,1
name,position,number,age,goals
Marc-André ter Stegen,Goalkeeper,1,31,0
name,position,number,age,goals
Iñaki Peña,Goalkeeper,13,25,0
name,position,number,age,goals
João Cancelo,Defender,2,29,2
name,position,number,age,goals
Alejandro Balde,Defender,3,20,0
name,position,number,age,goals
Ronald Araújo,Defender,4,25,0
name,position,number,age,goals
Iñigo Martínez,Defender,5,32,0
name,position,number,age,goals
Andreas Christensen,Defender,15,27,0
name,position,number,age,goals
Marcos Alonso,Defender,17,33,0
name,position,number,age,goals
Jules Koundé,Defender,23,25,0
name,position,number,age,goals
Pablo Martín Páez Gavira,Midfielder,6,19,1
name,position,number,age,goals
Pedro González López,Midfielder,8,21,0
name,position,number,age,goals
Oriol Romeu,Midfielder,18,32,0
name,position,number,age,goals
Sergi Roberto,Midfielder,20,32,0
name,position,number,age,goals
Frenkie de Jong,Midfielder,21,26,0
name,position,number,age,goals
İlkay Gündoğan,Midfielder,22,33,0
name,position,number,age,goals
Unai Hernandez,Midfielder,35,19,0
name,position,number,age,goals
Ferran Torres,Forward,7,24,3
name,position,number,age,goals
Robert Lewandowski,Forward,9,35,3
name,position,number,age,goals
Raphinha,Forward,11,27,0
name,position,number,age,goals
João Félix,Forward,14,24,3
name,position,number,age,goals
Vitor Roque,Forward,19,19,0
name,position,number,age,goals
Pau Victor,Forward,37,22,0
name,position,number,age,goals
Manuel Neuer,Goalkeeper,1,37,0
name,position,number,age,goals
Daniel Peretz,Goalkeeper,18,23,0
name,position,number,age,goals
Sven Ulreich,Goalkeeper,26,35,0
name,position,number,age,goals
Minjae Kim,Defender,2,25,0
name,position,number,age,goals
Dayot Upamecano,Defender,2,25,0
name,position,number,age,goals
Matthijs de Ligt,Defender,4,24,0
name,position,number,age,goals
Eric Dier,Defender,15,30,0
name,position,number,age,goals
Bouna Sarr,Defender,20,32,0
name,position,number,age,goals
Raphaël Guerreiro,Defender,22,30,0
name,position,number,age,goals
Sacha Boey,Defender,23,23,0
name,position,number,age,goals
Tarek Buchmann,Defender,28,19,0
name,position,number,age,goals
Noussair Mazraoui,Defender,40,26,0
name,position,number,age,goals
Joshua Kimmich,Midfielder,6,29,0
name,position,number,age,goals
Leon Goretzka,Midfielder,8,29,0
name,position,number,age,goals
Leroy Sané,Midfielder,10,28,1
name,position,number,age,goals
Eric Maxim Choupo-Moting,Midfielder,13,34,0
name,position,number,age,goals
Alphonso Davies,Midfielder,19,23,0
name,position,number,age,goals
Konrad Laimer,Midfielder,27,26,0
name,position,number,age,goals
Jamal Musiala,Midfielder,42,21,2
name,position,number,age,goals
Serge Gnabry,Forward,7,28,1
name,position,number,age,goals
Harry Kane,Forward,9,30,6
name,position,number,age,goals
Kingsley Coman,Forward,11,27,2
name,position,number,age,goals
Bryan Zaragoza,Forward,17,22,0
name,position,number,age,goals
Thomas Müller,Forward,25,34,1
name,position,number,age,goals
Mathys Tel,Forward,39,18,2
name,position,number,age,goals
Gregor Kobel,Goalkeeper,1,26,0
name,position,number,age,goals
Silas Ostrzinski,Goalkeeper,31,20,0
name,position,number,age,goals
Alexander Meyer,Goalkeeper,33,32,0
name,position,number,age,goals
Marcel Lotka,Goalkeeper,35,32,0
name,position,number,age,goals
Nico Schlotterbeck,Defender,4,24,0
name,position,number,age,goals
Ramy Bensebaini,Defender,5,28,0
name,position,number,age,goals
Mats Hummels,Defender,15,35,0
name,position,number,age,goals
Ian Maatsen,Defender,22,22,0
name,position,number,age,goals
Emre Can,Defender,23,30,0
name,position,number,age,goals
Niklas Süle,Defender,25,28,0
name,position,number,age,goals
Julian Ryerson,Defender,26,26,0
name,position,number,age,goals
Salih Özcan,Midfielder,6,26,0
name,position,number,age,goals
Felix Nmecha,Midfielder,8,23,1
name,position,number,age,goals
Jadon Sancho,Midfielder,10,23,1
name,position,number,age,goals
Marco Reus,Midfielder,11,34,2
name,position,number,age,goals
Julien Duranville,Midfielder,16,17,0
name,position,number,age,goals
Marius Wolf,Midfielder,17,28,0
name,position,number,age,goals
Julian Brandt,Midfielder,19,27,1
name,position,number,age,goals
Marcel Sabitzer,Midfielder,20,30,0
name,position,number,age,goals
Jamie Bynoe-Gittens,Midfielder,43,19,1
name,position,number,age,goals
Sébastien Haller,Forward,9,29,0
name,position,number,age,goals
Youssoufa Moukoko,Forward,18,19,0
name,position,number,age,goals
Donyell Malen,Forward,21,25,1
name,position,number,age,goals
Karim Adeyemi,Forward,27,22,2
name,position,number,age,goals
Aaron Ramsdale,Goalkeeper,1,25,0
name,position,number,age,goals
David Raya,Goalkeeper,22,28,0
name,position,number,age,goals
James Hillson,Goalkeeper,54,23,0
name,position,number,age,goals
William Saliba,Defender,2,22,0
name,position,number,age,goals
Ben White,Defender,4,26,0
name,position,number,age,goals
Gabriel,Defender,6,26,0
name,position,number,age,goals
Jurriën Timber,Defender,12,22,0
name,position,number,age,goals
Jakub Kiwior,Defender,15,24,0
name,position,number,age,goals
Cédric,Defender,17,32,0
name,position,number,age,goals
Takehiro Tomiyasu,Defender,18,25,0
name,position,number,age,goals
Oleksandr Zinchenko,Defender,35,27,0
name,position,number,age,goals
Thomas Partey,Midfielder,5,30,0
name,position,number,age,goals
Martin Ødegaard,Midfielder,8,25,2
name,position,number,age,goals
Leandro Trossard,Midfielder,19,29,3
name,position,number,age,goals
Jorginho,Midfielder,20,32,1
name,position,number,age,goals
Fábio Vieira,Midfielder,21,23,0
name,position,number,age,goals
Mohamed Elneny,Midfielder,25,31,0
name,position,number,age,goals
Kai Havertz,Midfielder,29,24,1
name,position,number,age,goals
Declan Rice,Midfielder,41,25,0
name,position,number,age,goals
Bukayo Saka,Forward,7,22,3
name,position,number,age,goals
Gabriel Jesus,Forward,9,26,4
name,position,number,age,goals
Emile Smith Rowe,Forward,10,23,0
name,position,number,age,goals
Gabriel Martinelli,Forward,11,22,2
name,position,number,age,goals
Eddie Nketiah,Forward,14,24,1
name,position,number,age,goals
Reiss Nelson,Forward,24,24,0
name,position,number,age,goals
Horatiu Moldovan,Goalkeeper,1,26,0
name,position,number,age,goals
Jan Oblak,Goalkeeper,13,31,0
name,position,number,age,goals
José María Giménez,Defender,2,29,0
name,position,number,age,goals
César Azpilicueta,Defender,3,34,0
name,position,number,age,goals
Gabriel Paulista,Defender,4,33,0
name,position,number,age,goals
Stefan Savić,Defender,15,33,0
name,position,number,age,goals
Nahuel Molina,Defender,16,25,0
name,position,number,age,goals
Mario Hermoso,Defender,22,28,1
name,position,number,age,goals
Reinildo,Defender,23,30,0
name,position,number,age,goals
Rodrigo De Paul,Midfielder,5,29,0
name,position,number,age,goals
Koke,Midfielder,6,32,0
name,position,number,age,goals
Saúl Ñíguez,Midfielder,8,29,1
name,position,number,age,goals
Thomas Lemar,Midfielder,11,28,0
name,position,number,age,goals
Samuel Lino,Midfielder,12,24,2
name,position,number,age,goals
Marcos Llorente,Midfielder,14,29,0
name,position,number,age,goals
Rodrigo Riquelme,Midfielder,17,23,0
name,position,number,age,goals
Arthur Vermeeren,Midfielder,18,19,0
name,position,number,age,goals
Axel Witsel,Midfielder,20,35,0
name,position,number,age,goals
Sergio Guerrero,Midfielder,40,25,0
name,position,number,age,goals
Antoine Griezmann,Forward,7,32,6
name,position,number,age,goals
Memphis Depay,Forward,9,30,1
name,position,number,age,goals
Ángel Correa,Forward,10,29,0
name,position,number,age,goals
Álvaro Morata,Forward,19,31,5
name,position,number,age,goals
Álex Calatrava,Forward,36,23,0
name,position,number,age,goals
Abdellah Raihani,Forward,39,20,0
